sample_id,question_id,method_name,hallucinated_or_not,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28
757,757,base,1,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
1505,1505,base,1,nan,nan,0.30078125,0.4296875,0.48046875,0.30078125,0.21484375,0.3203125,0.7421875,0.7578125,1.0625,1.015625,0.9921875,1.0,0.80078125,0.9296875,0.8671875,1.1328125,0.99609375,0.79296875,1.1640625,0.9375,0.74609375,0.5703125,0.40625,0.28125,0.29296875,0.3125
2257,2257,base,1,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
5,5,base,1,nan,nan,0.30859375,0.53125,0.640625,0.4140625,0.27734375,0.4609375,0.76171875,0.80859375,1.109375,1.0625,0.9609375,0.94921875,0.8828125,1.0859375,1.046875,1.2421875,1.015625,0.6796875,0.9296875,0.78125,0.57421875,0.625,0.49609375,0.3125,0.3515625,0.328125
758,758,base,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
1506,1506,base,0,nan,nan,0.30078125,0.4296875,0.48046875,0.30078125,0.21484375,0.3203125,0.7421875,0.7578125,1.0625,1.015625,0.9921875,1.0,0.80078125,0.9296875,0.8671875,1.1328125,0.99609375,0.79296875,1.1640625,0.9375,0.74609375,0.5703125,0.40625,0.28125,0.29296875,0.3125
2258,2258,base,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
759,759,base,1,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
6,6,base,0,nan,nan,0.30859375,0.53125,0.640625,0.4140625,0.27734375,0.4609375,0.76171875,0.80859375,1.109375,1.0625,0.9609375,0.94921875,0.8828125,1.0859375,1.046875,1.2421875,1.015625,0.6796875,0.9296875,0.78125,0.57421875,0.625,0.49609375,0.3125,0.3515625,0.328125
1507,1507,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
2259,2259,base,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
760,760,base,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
7,7,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
1508,1508,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
2260,2260,base,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
761,761,base,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
8,8,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
1509,1509,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
2261,2261,base,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
762,762,base,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.0078125,0.98046875,1.0078125,0.73828125,1.0,0.9921875,1.3046875,1.0390625,0.6640625,1.2265625,1.015625,0.63671875,0.53515625,0.3828125,0.296875,0.3046875,0.3515625
9,9,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
1510,1510,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
2262,2262,base,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.9765625,0.99609375,0.9609375,0.828125,0.9140625,0.8671875,1.2734375,1.1015625,0.703125,1.171875,0.9765625,0.7109375,0.5546875,0.421875,0.296875,0.28515625,0.29296875
10,10,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
763,763,base,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
1511,1511,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
2263,2263,base,1,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
11,11,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
764,764,base,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
1512,1512,base,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.03125,0.9296875,0.93359375,0.75,0.9453125,0.8984375,1.2109375,1.0078125,0.6796875,1.0546875,0.84375,0.671875,0.578125,0.46484375,0.33984375,0.3359375,0.33984375
12,12,base,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,0.99609375,1.0234375,0.7578125,1.0,0.96484375,1.203125,0.98828125,0.68359375,1.046875,0.85546875,0.609375,0.5390625,0.375,0.28125,0.296875,0.296875
2264,2264,base,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
765,765,base,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
1513,1513,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
13,13,base,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
2265,2265,base,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
766,766,base,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
14,14,base,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
1514,1514,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
2266,2266,base,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
767,767,base,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
15,15,base,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
768,768,base,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.09375,1.09375,1.0234375,0.734375,0.90234375,0.84375,1.1796875,0.99609375,0.7421875,1.1328125,0.90234375,0.703125,0.578125,0.3984375,0.27734375,0.296875,0.3359375
2267,2267,base,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
1515,1515,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
16,16,base,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
769,769,base,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.94140625,1.0234375,1.015625,0.78515625,0.9296875,0.88671875,1.203125,1.0234375,0.79296875,1.125,0.91015625,0.8515625,0.6796875,0.4609375,0.3046875,0.3359375,0.37109375
2268,2268,base,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.9453125,1.0,0.98828125,0.74609375,0.98828125,0.9453125,1.15625,1.015625,0.6953125,1.0234375,0.890625,0.5859375,0.5390625,0.37109375,0.25390625,0.28125,0.30078125
1516,1516,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
17,17,base,1,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
770,770,base,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.94140625,1.0234375,1.015625,0.78515625,0.9296875,0.88671875,1.203125,1.0234375,0.79296875,1.125,0.91015625,0.8515625,0.6796875,0.4609375,0.3046875,0.3359375,0.37109375
2269,2269,base,1,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,1.09375,0.953125,0.9375,0.890625,0.93359375,0.87890625,1.1953125,1.015625,0.671875,1.0,0.7890625,0.61328125,0.6015625,0.484375,0.4296875,0.4296875,0.3984375
1517,1517,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
18,18,base,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.92578125,1.015625,1.0390625,0.80078125,0.97265625,0.94140625,1.1953125,1.0546875,0.7734375,1.234375,0.984375,0.7734375,0.5703125,0.37890625,0.265625,0.2265625,0.28125
771,771,base,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.94140625,1.0234375,1.015625,0.78515625,0.9296875,0.88671875,1.203125,1.0234375,0.79296875,1.125,0.91015625,0.8515625,0.6796875,0.4609375,0.3046875,0.3359375,0.37109375
2270,2270,base,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,1.09375,0.953125,0.9375,0.890625,0.93359375,0.87890625,1.1953125,1.015625,0.671875,1.0,0.7890625,0.61328125,0.6015625,0.484375,0.4296875,0.4296875,0.3984375
1518,1518,base,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.984375,1.0390625,0.97265625,0.828125,0.91796875,0.8359375,1.203125,1.0703125,0.75390625,1.203125,0.98046875,0.7109375,0.515625,0.37890625,0.265625,0.26953125,0.30078125
772,772,base,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.94140625,1.0234375,1.015625,0.78515625,0.9296875,0.88671875,1.203125,1.0234375,0.79296875,1.125,0.91015625,0.8515625,0.6796875,0.4609375,0.3046875,0.3359375,0.37109375
19,19,base,0,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.99609375,1.0390625,1.0390625,0.796875,0.98046875,0.95703125,1.3125,1.1328125,0.6796875,1.2109375,0.953125,0.6875,0.609375,0.41796875,0.26953125,0.2890625,0.28515625
2271,2271,base,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,1.09375,0.953125,0.9375,0.890625,0.93359375,0.87890625,1.1953125,1.015625,0.671875,1.0,0.7890625,0.61328125,0.6015625,0.484375,0.4296875,0.4296875,0.3984375
1519,1519,base,1,nan,nan,0.30078125,0.44140625,0.49609375,0.32421875,0.20703125,0.33203125,0.7890625,0.69921875,1.109375,0.98046875,1.0078125,1.0546875,0.734375,0.99609375,0.96875,1.15625,1.0078125,0.77734375,1.2109375,1.03125,0.76953125,0.5703125,0.43359375,0.30078125,0.3046875,0.31640625
773,773,base,1,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.94140625,1.0234375,1.015625,0.78515625,0.9296875,0.88671875,1.203125,1.0234375,0.79296875,1.125,0.91015625,0.8515625,0.6796875,0.4609375,0.3046875,0.3359375,0.37109375
20,20,base,0,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.99609375,1.0390625,1.0390625,0.796875,0.98046875,0.95703125,1.3125,1.1328125,0.6796875,1.2109375,0.953125,0.6875,0.609375,0.41796875,0.26953125,0.2890625,0.28515625
2272,2272,base,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,1.09375,0.953125,0.9375,0.890625,0.93359375,0.87890625,1.1953125,1.015625,0.671875,1.0,0.7890625,0.61328125,0.6015625,0.484375,0.4296875,0.4296875,0.3984375
