sample_id,question_id,dataset_name,split_name,correct_or_not,hallucinated_or_not,generated_answer,ground_truth_answer,max_r,mean_r,max_entropy,mean_entropy,trigger_layer,trigger_step,pt_path
1510,1510,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.75,0.7364004629629629,11.9375,5.471405375236545,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1510.pt
2260,2260,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.765625,0.7436342592592593,11.9375,5.479514207232882,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2260.pt
11,11,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7205584490740741,11.9375,4.656898310174467,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/11.pt
762,762,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.671875,0.7541232638888888,11.9375,5.500575248999165,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/762.pt
1511,1511,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7273582175925926,11.9375,4.8409226988207665,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1511.pt
2261,2261,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.765625,0.7379918981481481,11.9375,4.856203314675677,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2261.pt
12,12,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.7245370370370371,11.9375,5.423665844724194,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/12.pt
763,763,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.6875,0.7413194444444444,11.9375,5.589198802085179,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/763.pt
1512,1512,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.75,0.7362557870370371,11.9375,5.47504452648265,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1512.pt
2262,2262,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.765625,0.7438512731481481,11.9375,5.500300751746683,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2262.pt
13,13,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7385706018518519,11.9375,4.930722908623074,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/13.pt
764,764,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7416811342592593,11.9375,5.548114381814444,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/764.pt
1513,1513,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7330729166666666,11.9375,5.072552291728151,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1513.pt
2263,2263,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.703125,0.7278645833333334,11.9375,5.559524404101796,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2263.pt
14,14,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7430555555555556,11.9375,5.545037021665189,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/14.pt
765,765,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.6875,0.7418981481481481,11.9375,5.688493544038215,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/765.pt
2264,2264,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.703125,0.7271412037037037,11.9375,5.610600706828846,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2264.pt
15,15,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7340856481481481,11.9375,4.877695470296062,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/15.pt
1514,1514,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.734375,0.7408854166666666,11.9375,5.65778827378965,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1514.pt
766,766,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7417534722222222,11.9375,5.546215373968027,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/766.pt
2265,2265,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7215711805555556,11.9375,4.99666539854862,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2265.pt
16,16,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7430555555555556,11.9375,5.532762202421619,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/16.pt
1515,1515,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7330729166666666,11.9375,4.8609026835574065,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1515.pt
767,767,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.6875,0.7415364583333334,11.9375,5.589970295937276,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/767.pt
2266,2266,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.703125,0.7278645833333334,11.9375,5.627506294242568,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2266.pt
17,17,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.7265625,0.7430555555555556,11.9375,5.555743495586975,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/17.pt
768,768,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7418981481481481,11.9375,5.593805784799315,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/768.pt
1516,1516,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.734375,0.7408854166666666,11.9375,5.689862545324104,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1516.pt
2267,2267,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7215711805555556,11.9375,4.770979003377416,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2267.pt
18,18,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7430555555555556,11.9375,5.650755220906486,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/18.pt
769,769,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7532552083333334,11.9375,4.861897531445454,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/769.pt
2268,2268,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.703125,0.7271412037037037,11.9375,5.675312133988396,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2268.pt
19,19,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7421875,0.7462384259259259,11.9375,5.04599977100414,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/19.pt
1517,1517,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7330729166666666,11.9375,4.91037572760101,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1517.pt
770,770,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7569444444444444,11.9375,5.628046449771898,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/770.pt
20,20,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7514467592592593,11.9375,5.503525267889331,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/20.pt
2269,2269,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.65625,0.7479745370370371,11.9375,5.39032293488567,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2269.pt
1518,1518,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.734375,0.7408854166666666,11.9375,5.617907783432044,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1518.pt
771,771,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7532552083333334,11.9375,4.84244221099941,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/771.pt
21,21,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.7265625,0.7514467592592593,11.9375,5.575089532812415,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/21.pt
2270,2270,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.65625,0.7479021990740741,11.9375,5.4407862771209565,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2270.pt
772,772,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7569444444444444,11.9375,5.557015860530712,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/772.pt
1519,1519,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.71875,0.7541232638888888,11.9375,5.5571108798207645,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1519.pt
22,22,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7514467592592593,11.9375,5.569664325094295,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/22.pt
2271,2271,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7470341435185185,11.9375,4.74641309347362,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2271.pt
773,773,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.6875,0.7573061342592593,11.9375,5.584607836939917,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/773.pt
1520,1520,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.75390625,11.9375,5.621959673169275,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1520.pt
23,23,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.7265625,0.7508680555555556,11.9375,5.580532293054195,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/23.pt
774,774,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.6875,0.7569444444444444,11.9375,5.57512451240501,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/774.pt
2272,2272,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.65625,0.7479021990740741,11.9375,5.396038628492806,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2272.pt
1521,1521,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7483362268518519,11.9375,4.853279911158438,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1521.pt
24,24,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7265625,0.7514467592592593,11.9375,5.550103087076689,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/24.pt
775,775,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7531105324074074,11.9375,4.819554255074021,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/775.pt
2273,2273,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.65625,0.7479745370370371,11.9375,5.514120754680961,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2273.pt
25,25,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7612847222222222,11.9375,4.731182491358977,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/25.pt
1522,1522,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.75390625,11.9375,5.530233863083532,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1522.pt
776,776,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.7579571759259259,11.9375,5.555126715982882,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/776.pt
2274,2274,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.65625,0.7479021990740741,11.9375,5.381471291201586,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2274.pt
26,26,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7664930555555556,11.9375,5.562840127107831,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/26.pt
1523,1523,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.71875,0.75390625,11.9375,5.69570013861624,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1523.pt
27,27,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7612847222222222,11.9375,4.925827570045866,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/27.pt
777,777,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7531105324074074,11.9375,4.769641315076274,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/777.pt
2275,2275,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.7109375,0.75390625,11.9375,5.576434983213528,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2275.pt
1524,1524,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.75390625,11.9375,5.600497788875867,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1524.pt
28,28,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7664207175925926,11.9375,5.504953872719382,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/28.pt
778,778,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7581018518518519,11.9375,5.455840125262825,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/778.pt
2276,2276,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7533275462962963,11.9375,5.657100977211673,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2276.pt
1525,1525,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7355324074074074,11.9375,4.832379990755113,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1525.pt
29,29,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7612847222222222,11.9375,4.863312470861158,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/29.pt
779,779,coco_POPE_random,coco_POPE_random,0,0,No!,yes,1.7109375,0.7581018518518519,11.9375,5.565688774954871,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/779.pt
2277,2277,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7503616898148148,11.9375,4.907589214067205,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2277.pt
30,30,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7664930555555556,11.9375,5.484304478949972,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/30.pt
1526,1526,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.71875,0.7410300925925926,11.9375,5.498066592054462,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1526.pt
31,31,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7405237268518519,11.9375,4.931832990011541,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/31.pt
780,780,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7581018518518519,11.9375,5.501288037826177,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/780.pt
2278,2278,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.7109375,0.7533275462962963,11.9375,5.576112369664463,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/2278.pt
1527,1527,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7356047453703703,11.9375,4.946742751245156,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/1527.pt
781,781,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7364004629629629,11.9375,4.819099880711293,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/781.pt
32,32,coco_POPE_random,coco_POPE_random,1,0,No!,no,1.734375,0.7456597222222222,11.9375,5.59211129945884,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/memvr/analysis/coco_POPE_random/32.pt
