sample_id,question_id,method_name,hallucinated_or_not,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28
756,756,evo,0,nan,nan,0.3203125,0.484375,0.50390625,0.30859375,0.2265625,0.31640625,0.80078125,0.73046875,1.1484375,0.9609375,1.25,1.0546875,0.83984375,0.9609375,0.921875,1.1484375,1.03125,0.765625,1.1171875,0.93359375,0.7578125,0.65234375,0.4453125,0.3046875,0.3046875,0.32421875
2259,2259,evo,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.97265625,1.28125,1.015625,0.84375,0.89453125,0.8359375,1.265625,1.109375,0.703125,1.1484375,0.94140625,0.71484375,0.5703125,0.43359375,0.30859375,0.296875,0.30078125
1507,1507,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.171875,1.0390625,0.7421875,0.95703125,0.9140625,1.2109375,1.0234375,0.66796875,1.0546875,0.84375,0.69140625,0.599609375,0.478515625,0.3515625,0.35546875,0.3515625
8,8,evo,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,1.28125,1.109375,0.76171875,0.9765625,0.9296875,1.1796875,0.98046875,0.67578125,0.984375,0.8125,0.640625,0.546875,0.39453125,0.2890625,0.296875,0.3046875
757,757,evo,1,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.0859375,0.7421875,0.953125,0.9453125,1.28125,1.03125,0.66015625,1.21875,1.015625,0.6484375,0.5390625,0.40625,0.3125,0.3125,0.359375
2260,2260,evo,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.97265625,1.28125,1.015625,0.84375,0.89453125,0.8359375,1.265625,1.109375,0.703125,1.1484375,0.94140625,0.71484375,0.5703125,0.43359375,0.30859375,0.296875,0.30078125
1508,1508,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.171875,1.0390625,0.7421875,0.95703125,0.9140625,1.2109375,1.0234375,0.66796875,1.0546875,0.84375,0.69140625,0.59765625,0.4765625,0.3515625,0.35546875,0.3515625
9,9,evo,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,1.28125,1.109375,0.76171875,0.9765625,0.9296875,1.1796875,0.98046875,0.67578125,0.984375,0.8125,0.640625,0.546875,0.39453125,0.2890625,0.296875,0.3046875
758,758,evo,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.078125,0.7421875,0.953125,0.9453125,1.28125,1.0234375,0.671875,1.234375,1.015625,0.6484375,0.546875,0.40625,0.3125,0.3125,0.359375
2261,2261,evo,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.97265625,1.28125,1.015625,0.84375,0.89453125,0.8359375,1.265625,1.109375,0.703125,1.1484375,0.94140625,0.71484375,0.5703125,0.43359375,0.30859375,0.296875,0.30078125
1509,1509,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.171875,1.0390625,0.7421875,0.95703125,0.9140625,1.2109375,1.0234375,0.66796875,1.0546875,0.84375,0.69140625,0.599609375,0.478515625,0.3515625,0.35546875,0.3515625
10,10,evo,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,1.28125,1.109375,0.76171875,0.9765625,0.9296875,1.1796875,0.98046875,0.67578125,0.984375,0.8125,0.640625,0.546875,0.39453125,0.2890625,0.296875,0.3046875
759,759,evo,1,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.0859375,0.7421875,0.953125,0.9453125,1.28125,1.03125,0.66015625,1.21875,1.015625,0.6484375,0.5390625,0.40625,0.3125,0.3125,0.359375
1510,1510,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.171875,1.0390625,0.7421875,0.95703125,0.9140625,1.2109375,1.0234375,0.66796875,1.0546875,0.84375,0.69140625,0.59765625,0.4765625,0.3515625,0.35546875,0.3515625
2262,2262,evo,0,nan,nan,0.28125,0.4453125,0.4921875,0.2890625,0.20703125,0.34765625,0.76171875,0.75,1.1015625,0.97265625,1.2734375,1.015625,0.84375,0.89453125,0.8359375,1.265625,1.109375,0.703125,1.1484375,0.953125,0.72265625,0.5703125,0.43359375,0.30859375,0.296875,0.30078125
11,11,evo,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,1.27734375,1.1015625,0.765625,0.9765625,0.9296875,1.18359375,0.982421875,0.677734375,0.986328125,0.8125,0.640625,0.546875,0.392578125,0.2890625,0.296875,0.3046875
760,760,evo,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.08203125,0.7421875,0.953125,0.9453125,1.28125,1.02734375,0.666015625,1.2265625,1.015625,0.6484375,0.54296875,0.40625,0.3125,0.3125,0.359375
1511,1511,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.16796875,1.03515625,0.7421875,0.95703125,0.9140625,1.2109375,1.01953125,0.673828125,1.04296875,0.837890625,0.689453125,0.599609375,0.478515625,0.3515625,0.35546875,0.3515625
2263,2263,evo,1,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.984375,0.9296875,1.1328125,0.99609375,0.6875,1.0,0.875,0.6015625,0.54296875,0.390625,0.2734375,0.2890625,0.3046875
12,12,evo,0,nan,nan,0.30078125,0.46484375,0.46875,0.2734375,0.2109375,0.3515625,0.7578125,0.71875,1.1171875,1.0234375,1.28125,1.109375,0.76171875,0.96484375,0.91796875,1.1796875,0.984375,0.67578125,0.984375,0.8125,0.640625,0.55078125,0.39453125,0.28515625,0.30078125,0.3046875
761,761,evo,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.0859375,0.7421875,0.953125,0.9453125,1.28125,1.03125,0.66015625,1.21875,1.015625,0.6484375,0.5390625,0.40625,0.3125,0.3125,0.359375
1512,1512,evo,0,nan,nan,0.29296875,0.45703125,0.4921875,0.29296875,0.23046875,0.3203125,0.68359375,0.77734375,1.078125,1.0546875,1.171875,1.0390625,0.7421875,0.95703125,0.9140625,1.2109375,1.0234375,0.66796875,1.0546875,0.84375,0.69140625,0.59765625,0.4765625,0.3515625,0.35546875,0.3515625
2264,2264,evo,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.986328125,0.9296875,1.12890625,0.99609375,0.69140625,0.9921875,0.865234375,0.6015625,0.541015625,0.390625,0.2734375,0.2890625,0.306640625
13,13,evo,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
762,762,evo,0,nan,nan,0.3125,0.48828125,0.58203125,0.32421875,0.22265625,0.32421875,0.8125,0.75,1.1015625,1.015625,1.234375,1.08203125,0.7421875,0.953125,0.9453125,1.28125,1.02734375,0.666015625,1.2265625,1.015625,0.6484375,0.54296875,0.40625,0.3125,0.3125,0.359375
2265,2265,evo,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.986328125,0.9296875,1.12890625,0.99609375,0.69140625,0.9921875,0.865234375,0.6015625,0.541015625,0.390625,0.2734375,0.2890625,0.306640625
1513,1513,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
14,14,evo,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
763,763,evo,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.3046875,1.1015625,0.7421875,0.8828125,0.8046875,1.1796875,0.9921875,0.7421875,1.1484375,0.90234375,0.71875,0.59765625,0.40625,0.2890625,0.3125,0.34765625
2266,2266,evo,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.984375,0.9296875,1.1328125,0.99609375,0.6875,1.0,0.875,0.6015625,0.54296875,0.390625,0.2734375,0.2890625,0.3046875
15,15,evo,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
1514,1514,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
764,764,evo,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.30078125,1.09375,0.7421875,0.88671875,0.814453125,1.1796875,0.9921875,0.7421875,1.15234375,0.908203125,0.71875,0.595703125,0.40625,0.2890625,0.3125,0.34765625
2267,2267,evo,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.986328125,0.9296875,1.12890625,0.99609375,0.69140625,0.9921875,0.865234375,0.6015625,0.541015625,0.390625,0.2734375,0.2890625,0.306640625
16,16,evo,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
1515,1515,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
765,765,evo,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.30078125,1.09375,0.7421875,0.88671875,0.814453125,1.1796875,0.9921875,0.7421875,1.15234375,0.9140625,0.71875,0.59375,0.40625,0.2890625,0.3125,0.349609375
2268,2268,evo,0,nan,nan,0.3359375,0.48046875,0.5390625,0.31640625,0.23828125,0.328125,0.72265625,0.75,1.171875,0.91015625,1.2890625,1.109375,0.75,0.986328125,0.9296875,1.12890625,0.99609375,0.69140625,0.9921875,0.865234375,0.6015625,0.541015625,0.390625,0.2734375,0.2890625,0.306640625
17,17,evo,1,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
766,766,evo,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.3046875,1.1015625,0.7421875,0.8828125,0.8046875,1.1796875,0.9921875,0.7421875,1.1484375,0.9140625,0.71875,0.59375,0.40625,0.2890625,0.3125,0.3515625
1516,1516,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
18,18,evo,0,nan,nan,0.30859375,0.42578125,0.47265625,0.296875,0.19921875,0.34375,0.796875,0.71484375,1.125,0.90234375,1.265625,1.078125,0.8125,0.94921875,0.91796875,1.171875,1.0625,0.765625,1.21875,0.96875,0.7890625,0.578125,0.39453125,0.265625,0.23828125,0.2734375
2269,2269,evo,1,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,0.99609375,1.1171875,0.984375,0.8828125,0.92578125,0.8671875,1.1640625,1.0078125,0.66015625,0.96875,0.765625,0.625,0.609375,0.5,0.453125,0.4453125,0.41015625
767,767,evo,1,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.3046875,1.1015625,0.7421875,0.8828125,0.8046875,1.1796875,0.9921875,0.7421875,1.1484375,0.908203125,0.71875,0.595703125,0.40625,0.2890625,0.3125,0.349609375
1517,1517,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
19,19,evo,0,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.96484375,1.3046875,1.078125,0.796875,0.984375,0.95703125,1.265625,1.1015625,0.6796875,1.1875,0.9453125,0.7109375,0.609375,0.42578125,0.28515625,0.296875,0.296875
2270,2270,evo,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,0.994140625,1.109375,0.9765625,0.88671875,0.92578125,0.8671875,1.1640625,1.0078125,0.66015625,0.96484375,0.765625,0.625,0.61328125,0.5,0.453125,0.453125,0.4140625
768,768,evo,0,nan,nan,0.30078125,0.46875,0.5078125,0.33203125,0.2265625,0.34765625,0.7578125,0.765625,1.0859375,1.0625,1.30078125,1.09375,0.7421875,0.88671875,0.814453125,1.1796875,0.9921875,0.7421875,1.15234375,0.9140625,0.71875,0.59375,0.40625,0.2890625,0.3125,0.349609375
1518,1518,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.2890625,0.2109375,0.30859375,0.73828125,0.7421875,1.125,0.98046875,1.328125,1.0546875,0.8203125,0.91796875,0.8359375,1.2109375,1.078125,0.75,1.1953125,0.953125,0.71484375,0.546875,0.38671875,0.27734375,0.2890625,0.3125
20,20,evo,0,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.96484375,1.3046875,1.078125,0.80078125,0.984375,0.95703125,1.265625,1.1015625,0.6796875,1.2109375,0.94921875,0.7109375,0.609375,0.42578125,0.28515625,0.30078125,0.29296875
2271,2271,evo,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,0.99609375,1.1171875,0.984375,0.8828125,0.92578125,0.8671875,1.1640625,1.0078125,0.66015625,0.96875,0.765625,0.625,0.609375,0.5,0.453125,0.4453125,0.41015625
769,769,evo,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.90625,1.265625,1.0546875,0.79296875,0.921875,0.8671875,1.1484375,0.98828125,0.796875,1.1171875,0.87890625,0.8671875,0.7109375,0.4765625,0.32421875,0.34765625,0.390625
1519,1519,evo,1,nan,nan,0.30078125,0.44140625,0.49609375,0.32421875,0.20703125,0.33203125,0.7890625,0.69921875,1.109375,0.96875,1.25,1.109375,0.74609375,0.96875,0.94140625,1.1484375,1.0234375,0.765625,1.1953125,1.02734375,0.79296875,0.6015625,0.451171875,0.31640625,0.3125,0.32421875
21,21,evo,1,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.96484375,1.3046875,1.078125,0.80078125,0.984375,0.95703125,1.265625,1.1015625,0.6796875,1.2109375,0.94921875,0.7109375,0.609375,0.42578125,0.28515625,0.30078125,0.29296875
770,770,evo,0,nan,nan,0.3125,0.5,0.55078125,0.3203125,0.21875,0.3125,0.7890625,0.7265625,1.1640625,0.90625,1.265625,1.0546875,0.79296875,0.921875,0.8671875,1.1484375,0.98828125,0.796875,1.1171875,0.87890625,0.8671875,0.7109375,0.4765625,0.32421875,0.34765625,0.390625
2272,2272,evo,0,nan,nan,0.3125,0.5390625,0.6484375,0.40625,0.25,0.3828125,0.765625,0.8046875,1.046875,0.99609375,1.11328125,0.98046875,0.884765625,0.92578125,0.8671875,1.1640625,1.0078125,0.66015625,0.966796875,0.765625,0.623046875,0.61328125,0.5,0.453125,0.44921875,0.41015625
1520,1520,evo,0,nan,nan,0.30078125,0.44140625,0.49609375,0.32421875,0.20703125,0.33203125,0.7890625,0.69921875,1.109375,0.96875,1.25,1.109375,0.74609375,0.96875,0.94140625,1.1484375,1.0234375,0.765625,1.1953125,1.0234375,0.7890625,0.6015625,0.453125,0.31640625,0.3125,0.32421875
22,22,evo,0,nan,nan,0.27734375,0.4453125,0.5,0.30078125,0.203125,0.3359375,0.75,0.7265625,1.1015625,0.96484375,1.3046875,1.078125,0.80078125,0.984375,0.95703125,1.265625,1.1015625,0.6796875,1.2109375,0.94921875,0.7109375,0.609375,0.42578125,0.28515625,0.30078125,0.29296875
