sample_id,question_id,dataset_name,split_name,correct_or_not,hallucinated_or_not,generated_answer,ground_truth_answer,max_r,mean_r,max_entropy,mean_entropy,trigger_layer,trigger_step,pt_path
1503,1503,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7362557870370371,11.9375,4.836597851117281,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1503.pt
2255,2255,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7384259259259259,11.9375,4.750629723487691,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2255.pt
752,752,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7536168981481481,11.9375,5.213204652663614,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/752.pt
4,4,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7509403935185185,11.9375,5.131345660561896,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/4.pt
2256,2256,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7379918981481481,11.9375,5.176525537566876,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2256.pt
1504,1504,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7369791666666666,11.9375,5.307000841618244,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1504.pt
753,753,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7526041666666666,11.9375,4.822390108631233,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/753.pt
5,5,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7515914351851852,11.9375,5.178738917232578,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/5.pt
2257,2257,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.765625,0.7436342592592593,11.9375,5.157528285418361,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2257.pt
1505,1505,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.734375,0.7375578703703703,11.9375,5.303347099190685,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1505.pt
754,754,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7526041666666666,11.9375,5.321464410988547,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/754.pt
6,6,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7515914351851852,11.9375,5.15336830361236,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/6.pt
2258,2258,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7436342592592593,11.9375,5.295208627992092,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2258.pt
755,755,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7536168981481481,11.9375,4.849613947616772,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/755.pt
1506,1506,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7366174768518519,11.9375,5.358179733507282,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1506.pt
7,7,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7248263888888888,11.9375,4.745409912736862,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/7.pt
756,756,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7536168981481481,11.9375,5.231027470571432,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/756.pt
2259,2259,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.765625,0.7436342592592593,11.9375,4.893525403226298,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2259.pt
1507,1507,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7364004629629629,11.9375,4.692035312533587,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1507.pt
8,8,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7248263888888888,11.9375,5.111914260861591,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/8.pt
757,757,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7537615740740741,11.9375,5.0969388518354055,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/757.pt
2260,2260,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7436342592592593,11.9375,5.174716517481265,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2260.pt
1508,1508,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7362557870370371,11.9375,5.1952636496543825,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1508.pt
9,9,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7248263888888888,11.9375,4.798111342474872,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/9.pt
758,758,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7544849537037037,11.9375,5.182579555056722,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/758.pt
2261,2261,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.765625,0.7436342592592593,11.9375,4.786724733889296,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2261.pt
1509,1509,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7364004629629629,11.9375,4.765639478726806,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1509.pt
10,10,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7248263888888888,11.9375,5.1760286340024075,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/10.pt
759,759,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7537615740740741,11.9375,5.220226320203299,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/759.pt
1510,1510,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7362557870370371,11.9375,5.1467257551000865,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1510.pt
2262,2262,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7440682870370371,11.9375,5.219275695869752,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2262.pt
11,11,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7248263888888888,11.9375,4.5986980466177165,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/11.pt
760,760,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7541232638888888,11.9375,5.232542592400494,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/760.pt
1511,1511,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7354600694444444,11.9375,4.757152312275265,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1511.pt
2263,2263,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7278645833333334,11.9375,5.292944013584427,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2263.pt
12,12,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7242476851851852,11.9375,5.103639787629023,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/12.pt
761,761,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7537615740740741,11.9375,4.7407508437464845,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/761.pt
1512,1512,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7362557870370371,11.9375,5.194517546435863,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1512.pt
2264,2264,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7271412037037037,11.9375,5.338826899544199,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2264.pt
13,13,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7430555555555556,11.9375,4.874976273204977,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/13.pt
762,762,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7541232638888888,11.9375,5.164102158942084,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/762.pt
2265,2265,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7271412037037037,11.9375,4.909246242261426,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2265.pt
1513,1513,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7408854166666666,11.9375,4.962820443982657,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1513.pt
14,14,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7430555555555556,11.9375,5.264456339432619,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/14.pt
763,763,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7413194444444444,11.9375,5.287107452682715,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/763.pt
2266,2266,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7278645833333334,11.9375,5.296932575800447,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2266.pt
15,15,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7430555555555556,11.9375,4.814684030321289,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/15.pt
1514,1514,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7408854166666666,11.9375,5.2983913936681395,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1514.pt
764,764,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7416811342592593,11.9375,5.240330638922294,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/764.pt
2267,2267,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7271412037037037,11.9375,4.687757714648326,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2267.pt
16,16,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7430555555555556,11.9375,5.237491726838173,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/16.pt
1515,1515,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7408854166666666,11.9375,4.762901054700173,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1515.pt
765,765,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7418981481481481,11.9375,5.370821378734569,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/765.pt
2268,2268,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7271412037037037,11.9375,5.348431089141929,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2268.pt
17,17,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7430555555555556,11.9375,5.257254490922394,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/17.pt
766,766,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7417534722222222,11.9375,5.255690408681529,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/766.pt
1516,1516,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7408854166666666,11.9375,5.31842938061879,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1516.pt
18,18,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7430555555555556,11.9375,5.248971074502936,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/18.pt
2269,2269,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.65625,0.7479745370370371,11.9375,5.129191857687993,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2269.pt
767,767,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7415364583333334,11.9375,5.267694237042102,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/767.pt
1517,1517,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7408854166666666,11.9375,4.805543235570881,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1517.pt
19,19,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7502893518518519,11.9375,4.957417935506327,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/19.pt
2270,2270,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7479021990740741,11.9375,5.1505467231450766,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2270.pt
768,768,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7418981481481481,11.9375,5.27021959831485,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/768.pt
1518,1518,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7408854166666666,11.9375,5.239762805775117,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1518.pt
20,20,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7514467592592593,11.9375,5.1873504585867,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/20.pt
2271,2271,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.65625,0.7479745370370371,11.9375,4.702341211139685,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2271.pt
769,769,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7569444444444444,11.9375,4.80193115169495,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/769.pt
1519,1519,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7541232638888888,11.9375,5.225026021778206,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1519.pt
21,21,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7514467592592593,11.9375,5.233225237796307,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/21.pt
770,770,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7569444444444444,11.9375,5.259665470866821,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/770.pt
2272,2272,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7479021990740741,11.9375,5.13204949317992,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2272.pt
1520,1520,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.75390625,11.9375,5.2599941380994455,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1520.pt
22,22,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7514467592592593,11.9375,5.283666169499062,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/22.pt
771,771,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7569444444444444,11.9375,4.784031791041344,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/771.pt
2273,2273,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.65625,0.7479745370370371,11.9375,5.219240762584378,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2273.pt
1521,1521,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.75390625,11.9375,4.780311225375699,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1521.pt
23,23,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7508680555555556,11.9375,5.274726918926625,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/23.pt
772,772,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7569444444444444,11.9375,5.188739451011975,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/772.pt
2274,2274,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7479021990740741,11.9375,5.113692426191517,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2274.pt
1522,1522,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.75390625,11.9375,5.234510963190618,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1522.pt
773,773,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7573061342592593,11.9375,5.1692086904543535,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/773.pt
24,24,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7514467592592593,11.9375,5.262467065587144,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/24.pt
2275,2275,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7109375,0.75390625,11.9375,5.222318951219201,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2275.pt
25,25,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7664930555555556,11.9375,4.694712150986818,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/25.pt
1523,1523,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.75390625,11.9375,4.834977052539832,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1523.pt
774,774,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7569444444444444,11.9375,5.218512297845305,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/774.pt
2276,2276,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7533275462962963,11.9375,5.280007393111285,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2276.pt
26,26,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7664930555555556,11.9375,5.2401834427076,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/26.pt
1524,1524,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.75390625,11.9375,5.266857486904538,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1524.pt
775,775,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7579571759259259,11.9375,4.763615232550124,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/775.pt
27,27,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7664930555555556,11.9375,4.8822184672654005,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/27.pt
2277,2277,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7544849537037037,11.9375,4.841771827609316,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2277.pt
1525,1525,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7411024305555556,11.9375,4.749893418726012,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1525.pt
776,776,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7579571759259259,11.9375,5.165098738227871,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/776.pt
28,28,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7664207175925926,11.9375,5.163316755094431,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/28.pt
2278,2278,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7533275462962963,11.9375,5.215727339210436,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2278.pt
1526,1526,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7410300925925926,11.9375,5.2338200289338195,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1526.pt
777,777,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7579571759259259,11.9375,4.715640847528545,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/777.pt
29,29,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7664930555555556,11.9375,4.8204198035287185,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/29.pt
2279,2279,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.75390625,11.9375,4.94994518838439,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2279.pt
1527,1527,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7411747685185185,11.9375,4.844915272885218,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1527.pt
30,30,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7664930555555556,11.9375,5.167531572975286,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/30.pt
778,778,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7581018518518519,11.9375,5.145745842297684,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/778.pt
2280,2280,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.75390625,11.9375,5.285119401447571,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2280.pt
1528,1528,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7410300925925926,11.9375,5.360526754579544,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1528.pt
31,31,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7421875,0.7462384259259259,11.9375,4.865567092505319,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/31.pt
779,779,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7109375,0.7581018518518519,11.9375,5.196083246115082,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/779.pt
